customerID,tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,TechSupport,NumServices,Churn
C11735,13,Month-to-month,Mailed check,44.59,583.5,1,3,0
C11736,61,Month-to-month,Bank transfer,57.69,3833.04,0,7,0
C11737,43,Month-to-month,Bank transfer,28.43,1190.52,0,7,1
C11738,66,Month-to-month,Credit card,114.86,7747.36,1,1,0
C11739,36,Two year,Mailed check,18.78,727.16,1,2,0
C11740,9,Two year,Electronic check,111.22,910.27,1,3,0
C11741,30,Month-to-month,Electronic check,26.77,786.16,1,4,1
C11742,13,Month-to-month,Bank transfer,38.63,488.74,0,3,0
C11743,60,One year,Electronic check,42.29,2715.81,1,8,0
C11744,34,Two year,Mailed check,89.11,3302.65,0,5,0
C11745,45,Month-to-month,Credit card,80.8,3680.71,0,8,0
C11746,61,Month-to-month,Bank transfer,31.24,1777.12,1,7,0
C11747,54,Month-to-month,Bank transfer,106.13,5775.62,1,8,0
C11748,17,Month-to-month,Bank transfer,70.04,1246.14,1,6,0
C11749,40,One year,Bank transfer,36.13,1577.58,0,5,0
C11750,54,Two year,Electronic check,31.88,1564.13,0,1,0
C11751,29,One year,Mailed check,25.42,758.21,0,3,0
C11752,14,One year,Bank transfer,25.06,339.61,0,6,1
C11753,54,One year,Mailed check,87.56,4524.32,1,5,0
C11754,49,One year,Credit card,32.7,1585.96,0,7,0
C11755,37,One year,Mailed check,94.18,3725.77,0,6,0
C11756,47,Month-to-month,Electronic check,71.63,3526.22,0,2,1
C11757,25,One year,Electronic check,81.95,1998.41,0,1,1
C11758,31,Month-to-month,Credit card,34.34,963.24,1,6,0
C11759,66,One year,Credit card,36.05,2369.82,0,6,0
C11760,46,One year,Bank transfer,67.35,3322.86,1,3,0
C11761,11,Month-to-month,Credit card,57.01,613.63,0,2,0
C11762,56,Two year,Credit card,35.91,1889.63,1,4,0
C11763,72,One year,Mailed check,115.58,7792.15,0,6,0
C11764,27,One year,Mailed check,115.44,3214.9,1,6,0
C11765,30,One year,Mailed check,42.12,1302.35,0,6,0
C11766,69,Month-to-month,Bank transfer,45.21,3259.73,0,8,0
C11767,63,Month-to-month,Credit card,47.56,2853.08,0,6,0
C11768,63,One year,Electronic check,36.41,2065.68,1,8,0
C11769,20,Month-to-month,Mailed check,86.01,1795.46,1,8,1
C11770,41,Month-to-month,Mailed check,31.33,1190.69,0,2,0
C11771,6,Month-to-month,Mailed check,21.84,137.88,0,5,0
C11772,59,Month-to-month,Credit card,53.63,3270.07,0,6,0
C11773,68,Month-to-month,Electronic check,99.47,6111.02,0,4,0
C11774,49,One year,Bank transfer,29.17,1525.15,0,6,0
C11775,11,Month-to-month,Mailed check,83.58,949.54,0,6,1
C11776,35,One year,Mailed check,23.78,845.04,0,1,0
C11777,63,Month-to-month,Electronic check,32.81,2162.84,0,3,0
C11778,58,Month-to-month,Mailed check,23.46,1255.28,0,2,0
C11779,23,Month-to-month,Electronic check,63.54,1587.8,1,8,1
C11780,27,Month-to-month,Mailed check,62.01,1686.37,1,4,0
C11781,38,One year,Electronic check,33.26,1162.89,1,3,0
C11782,50,One year,Mailed check,112.04,6142.01,0,6,0
C11783,16,Month-to-month,Mailed check,89.46,1494.79,1,6,0
C11784,0,Two year,Mailed check,91.0,0.0,1,3,0
C11785,2,One year,Mailed check,116.83,223.17,0,3,0
C11786,41,Month-to-month,Credit card,49.31,2161.75,0,4,0
C11787,19,Month-to-month,Credit card,112.88,2085.45,1,2,1
C11788,63,Month-to-month,Mailed check,79.1,5201.41,0,8,0
C11789,2,Month-to-month,Mailed check,30.9,59.85,1,2,1
C11790,0,Month-to-month,Bank transfer,21.3,0.0,0,2,1
C11791,51,Two year,Credit card,55.59,2761.88,1,2,0
C11792,44,Month-to-month,Credit card,104.04,4559.06,0,5,1
C11793,32,Month-to-month,Electronic check,29.28,992.66,0,2,0
C11794,3,Two year,Credit card,74.49,218.94,0,8,0
C11795,20,Month-to-month,Electronic check,73.53,1455.24,0,6,1
C11796,13,Two year,Electronic check,65.27,833.0,0,1,1
C11797,29,Month-to-month,Electronic check,100.93,3202.09,1,6,0
C11798,25,Two year,Mailed check,29.65,669.71,0,1,0
C11799,67,One year,Credit card,61.44,4113.33,1,5,0
C11800,42,Month-to-month,Mailed check,79.91,3639.46,0,8,0
C11801,55,Two year,Electronic check,54.03,3168.19,0,4,0
C11802,4,Month-to-month,Bank transfer,59.1,227.45,1,2,1
C11803,8,One year,Electronic check,63.59,,1,8,0
C11804,33,One year,Electronic check,101.7,3231.96,1,1,0
C11805,40,One year,Electronic check,44.06,1814.07,0,5,0
C11806,50,One year,Credit card,83.17,4127.93,0,4,0
C11807,53,Month-to-month,Bank transfer,28.41,1399.86,1,2,0
C11808,62,Month-to-month,Bank transfer,43.32,2651.94,0,6,0
C11809,65,One year,Bank transfer,77.45,5343.37,0,8,0
C11810,33,Month-to-month,Credit card,104.51,3251.79,0,1,1
C11811,69,Two year,Electronic check,27.08,1928.6,0,3,0
C11812,33,Month-to-month,Electronic check,41.99,1495.82,1,3,1
C11813,2,One year,Bank transfer,112.64,246.48,0,2,0
C11814,38,Month-to-month,Mailed check,95.3,3637.3,1,6,0
C11815,56,Two year,Bank transfer,62.64,3200.35,0,3,1
C11816,53,Month-to-month,Credit card,85.99,4448.32,0,4,1
C11817,11,One year,Electronic check,113.28,1318.72,1,5,0
C11818,64,Month-to-month,Credit card,77.02,4699.71,1,1,0
C11819,15,Month-to-month,Electronic check,98.59,1435.85,1,2,1
C11820,31,Month-to-month,Bank transfer,86.77,2809.77,0,6,0
C11821,58,One year,Credit card,36.54,2204.95,0,7,0
C11822,49,Month-to-month,Bank transfer,113.43,5297.56,1,1,0
C11823,56,Month-to-month,Bank transfer,28.43,1745.31,0,3,0
C11824,52,Month-to-month,Mailed check,18.04,944.58,0,5,0
C11825,5,Two year,Mailed check,118.47,551.04,1,8,0
C11826,8,Month-to-month,Electronic check,27.1,238.42,0,4,1
C11827,31,Month-to-month,Mailed check,119.86,3424.32,0,7,1
C11828,0,Month-to-month,Mailed check,22.47,0.0,1,6,0
C11829,42,One year,Electronic check,110.82,4887.61,1,5,0
C11830,12,Month-to-month,Electronic check,107.05,1163.4,1,5,0
C11831,8,Month-to-month,Credit card,109.45,910.66,0,3,1
C11832,69,One year,Electronic check,106.36,6747.18,1,3,0
C11833,66,Two year,Electronic check,98.3,7031.63,1,3,0
C11834,69,Month-to-month,Mailed check,89.29,5928.88,1,8,0
C11835,11,Month-to-month,Bank transfer,117.85,1198.89,0,2,1
C11836,23,Month-to-month,Credit card,119.46,2961.43,0,7,1
C11837,60,Month-to-month,Electronic check,41.16,2430.7,1,4,0
C11838,16,Month-to-month,Bank transfer,51.42,820.34,0,7,1
C11839,38,Two year,Bank transfer,72.1,2491.55,1,3,0
C11840,35,One year,Credit card,62.0,2094.86,1,1,0
C11841,39,Month-to-month,Bank transfer,67.98,2671.11,1,6,1
C11842,39,One year,Mailed check,37.61,1358.5,0,7,0
C11843,51,Two year,Mailed check,105.14,5186.81,0,7,0
C11844,42,One year,Bank transfer,41.35,1804.36,0,1,0
C11845,23,Month-to-month,Mailed check,48.0,1206.52,1,7,0
C11846,39,Month-to-month,Bank transfer,80.55,2892.43,1,1,0
C11847,12,Month-to-month,Bank transfer,72.41,783.09,1,1,0
C11848,13,Month-to-month,Credit card,67.08,819.0,1,3,1
C11849,45,Month-to-month,Electronic check,112.96,4712.03,1,8,0
C11850,21,One year,Credit card,25.77,492.84,0,3,0
C11851,61,Month-to-month,Credit card,53.26,3223.65,1,1,0
C11852,21,Month-to-month,Bank transfer,114.69,2229.26,0,5,0
C11853,29,Month-to-month,Bank transfer,54.93,1443.69,1,1,0
C11854,47,Month-to-month,Credit card,52.53,2639.52,0,4,1
C11855,24,Month-to-month,Credit card,47.12,1119.74,1,2,0
C11856,26,Month-to-month,Bank transfer,83.8,2034.88,0,8,1
C11857,68,Month-to-month,Mailed check,101.6,7204.8,1,6,0
C11858,8,One year,Credit card,116.16,897.49,0,5,0
C11859,29,Month-to-month,Mailed check,45.21,,0,6,0
C11860,13,Month-to-month,Credit card,62.94,874.28,1,2,0
C11861,32,Month-to-month,Bank transfer,44.69,1523.28,1,1,0
C11862,46,One year,Credit card,79.48,,0,8,0
C11863,41,Month-to-month,Electronic check,33.0,1454.24,1,5,0
C11864,72,One year,Mailed check,108.25,8562.81,0,5,0
C11865,17,Two year,Electronic check,45.97,743.01,1,3,0
C11866,69,One year,Credit card,90.47,5783.24,0,5,0
C11867,28,One year,Mailed check,71.19,1854.17,0,2,0
C11868,70,Month-to-month,Credit card,111.83,8584.93,0,4,0
C11869,6,One year,Mailed check,35.11,223.98,0,1,1
C11870,0,Month-to-month,Credit card,65.05,,1,2,1
C11871,71,Two year,Credit card,90.92,6516.96,0,1,0
C11872,49,One year,Bank transfer,24.29,1292.22,0,5,0
C11873,10,One year,Electronic check,98.19,1037.48,1,7,0
C11874,17,Month-to-month,Bank transfer,59.68,920.18,1,2,1
C11875,2,Month-to-month,Credit card,111.43,237.01,0,6,1
C11876,48,Month-to-month,Electronic check,51.8,2453.01,0,7,0
C11877,34,Month-to-month,Electronic check,110.31,3599.84,1,6,1
C11878,28,Two year,Electronic check,100.39,2754.04,1,2,0
C11879,34,One year,Credit card,22.28,798.88,0,6,0
C11880,70,Month-to-month,Mailed check,56.55,,1,3,0
C11881,29,Month-to-month,Electronic check,66.19,1867.33,1,2,0
C11882,23,Month-to-month,Electronic check,76.07,,1,1,1
C11883,11,Month-to-month,Bank transfer,64.36,639.24,0,7,0
C11884,0,One year,Bank transfer,113.32,0.0,0,8,0
C11885,15,Month-to-month,Credit card,47.66,713.22,0,3,0
C11886,9,Month-to-month,Mailed check,46.59,413.92,1,3,1
C11887,61,Month-to-month,Electronic check,63.83,3711.72,1,6,0
C11888,44,One year,Bank transfer,67.58,,0,6,0
C11889,18,Month-to-month,Bank transfer,68.69,1344.75,0,1,1
C11890,28,Two year,Bank transfer,59.82,1564.97,0,8,0
C11891,60,Two year,Mailed check,111.79,6043.44,1,5,0
C11892,66,Month-to-month,Bank transfer,91.14,5577.63,0,2,0
C11893,69,Two year,Bank transfer,18.64,1359.81,0,1,0
C11894,7,Month-to-month,Bank transfer,117.42,885.38,0,8,1
C11895,11,Month-to-month,Credit card,26.25,273.01,0,6,0
C11896,6,Two year,Mailed check,38.36,210.41,0,8,0
C11897,1,Month-to-month,Credit card,44.16,44.71,0,5,1
C11898,18,One year,Credit card,60.15,1049.05,0,7,0
C11899,60,One year,Credit card,103.31,6790.45,0,3,0
C11900,68,Month-to-month,Electronic check,21.62,1368.35,1,1,0
C11901,51,Month-to-month,Mailed check,25.01,1395.62,1,4,0
C11902,56,Month-to-month,Mailed check,52.41,2952.53,0,7,0
C11903,69,Month-to-month,Credit card,63.68,4737.52,0,5,0
C11904,70,Month-to-month,Mailed check,50.43,3827.43,0,7,0
C11905,38,Month-to-month,Mailed check,73.1,2529.51,1,6,0
C11906,6,Month-to-month,Credit card,81.23,474.14,1,2,1
C11907,23,One year,Electronic check,78.59,1665.55,1,6,0
C11908,3,One year,Electronic check,108.73,358.6,0,2,1
C11909,49,Month-to-month,Electronic check,32.52,1651.48,1,8,1
C11910,21,One year,Credit card,91.14,1843.17,1,4,0
C11911,10,One year,Electronic check,109.08,1077.22,0,3,1
C11912,72,Month-to-month,Electronic check,19.08,1258.07,1,1,0
C11913,23,Two year,Bank transfer,116.59,2753.28,1,8,0
C11914,36,Month-to-month,Credit card,28.19,1084.77,1,4,0
C11915,45,One year,Bank transfer,83.68,3425.3,0,2,0
C11916,27,Two year,Electronic check,38.73,999.16,0,1,0
C11917,27,Month-to-month,Bank transfer,24.57,723.81,1,2,0
C11918,22,Two year,Bank transfer,53.3,1216.23,0,6,0
C11919,49,Month-to-month,Electronic check,59.57,3003.07,1,1,0
C11920,70,Month-to-month,Credit card,91.15,5798.71,1,5,0
C11921,61,Month-to-month,Mailed check,91.1,5635.21,0,4,0
C11922,47,Two year,Electronic check,18.28,838.02,1,8,0
C11923,41,Month-to-month,Mailed check,82.55,3379.97,0,2,0
C11924,16,Two year,Mailed check,47.16,706.84,1,5,1
C11925,19,Month-to-month,Mailed check,49.39,847.43,0,2,0
C11926,53,Two year,Electronic check,54.33,2885.5,0,7,0
C11927,14,Month-to-month,Credit card,63.3,847.49,0,1,0
C11928,58,Month-to-month,Credit card,50.97,2761.73,0,2,0
C11929,39,Month-to-month,Electronic check,41.56,1676.28,0,7,0
C11930,18,Month-to-month,Bank transfer,71.11,,0,5,0
C11931,16,Month-to-month,Credit card,29.68,,1,3,0
C11932,24,Month-to-month,Mailed check,28.1,654.51,0,2,0
C11933,66,One year,Credit card,91.72,5973.29,1,2,0
C11934,27,Month-to-month,Bank transfer,74.12,2028.85,0,6,0
C11935,21,One year,Electronic check,56.94,1255.63,0,1,0
C11936,61,Month-to-month,Mailed check,24.85,1518.43,1,3,0
C11937,65,Month-to-month,Bank transfer,106.36,6454.52,0,3,0
C11938,6,Month-to-month,Mailed check,80.73,449.05,0,4,0
C11939,11,Month-to-month,Credit card,118.72,1416.81,0,3,0
C11940,8,Month-to-month,Bank transfer,76.88,636.34,0,1,0
C11941,16,Month-to-month,Mailed check,117.82,1779.18,1,3,1
C11942,63,Month-to-month,Mailed check,88.94,5460.82,0,4,0
C11943,16,Month-to-month,Credit card,52.22,794.32,0,7,1
C11944,7,Month-to-month,Mailed check,113.36,787.11,1,8,1
C11945,68,Month-to-month,Electronic check,87.75,5866.41,0,2,0
C11946,9,Month-to-month,Credit card,106.25,971.94,0,3,0
C11947,3,Month-to-month,Bank transfer,24.82,69.43,1,7,0
C11948,25,Two year,Credit card,67.66,1659.65,0,6,0
C11949,53,Two year,Credit card,64.97,3260.13,0,7,0
C11950,65,Two year,Bank transfer,54.89,3766.8,1,5,0
C11951,4,Month-to-month,Credit card,57.93,236.57,0,5,1
C11952,53,Month-to-month,Bank transfer,84.02,4411.75,1,3,0
C11953,17,Month-to-month,Electronic check,27.02,433.29,0,5,0
C11954,43,Two year,Bank transfer,45.19,2012.8,0,2,0
C11955,5,Month-to-month,Credit card,114.81,533.58,0,7,1
C11956,10,One year,Credit card,44.89,476.28,0,6,0
C11957,36,Two year,Mailed check,108.67,3936.87,0,6,0
C11958,25,Two year,Electronic check,100.51,2301.02,0,2,0
C11959,67,Month-to-month,Electronic check,56.13,4034.16,1,6,0
C11960,72,One year,Credit card,51.74,3789.97,1,7,0
C11961,34,One year,Bank transfer,114.59,3846.65,1,4,0
C11962,34,Month-to-month,Credit card,116.15,3718.96,0,7,1
C11963,43,Month-to-month,Electronic check,72.62,3388.27,0,6,0
C11964,39,Month-to-month,Bank transfer,36.91,1388.56,1,3,0
C11965,50,Month-to-month,Credit card,36.54,1809.9,0,1,0
C11966,47,One year,Electronic check,45.1,2303.32,1,2,0
C11967,33,One year,Mailed check,43.28,1518.67,0,7,0
C11968,39,Month-to-month,Electronic check,64.19,2582.41,1,4,0
C11969,2,Month-to-month,Electronic check,68.56,127.3,1,3,1
C11970,70,Month-to-month,Bank transfer,50.47,3755.93,0,6,0
C11971,22,Month-to-month,Credit card,44.5,903.11,1,1,1
C11972,3,One year,Credit card,99.26,321.9,0,4,0
C11973,55,Month-to-month,Bank transfer,59.49,2946.98,0,8,0
C11974,5,Two year,Bank transfer,101.16,457.71,1,2,0
C11975,66,One year,Electronic check,21.71,1534.98,0,8,0
C11976,39,Month-to-month,Credit card,85.58,3287.84,0,2,0
C11977,15,One year,Mailed check,95.83,1579.31,0,8,0
C11978,25,Month-to-month,Bank transfer,53.81,1258.08,0,7,0
C11979,23,One year,Credit card,97.98,2352.31,1,3,0
C11980,27,Two year,Mailed check,35.24,989.41,1,4,0
C11981,22,Month-to-month,Bank transfer,104.99,2182.97,0,6,1
C11982,64,Month-to-month,Electronic check,65.89,4260.16,0,1,0
C11983,49,One year,Electronic check,95.98,4591.21,0,4,0
C11984,19,Month-to-month,Bank transfer,83.77,1657.23,0,3,0
C11985,55,Two year,Bank transfer,72.48,3969.24,1,7,0
C11986,16,Month-to-month,Mailed check,118.18,2061.92,0,3,0
C11987,13,One year,Bank transfer,43.88,577.31,0,6,0
C11988,19,One year,Mailed check,36.22,627.23,1,7,0
C11989,43,Month-to-month,Electronic check,109.82,5066.51,0,8,1
C11990,14,Month-to-month,Bank transfer,58.48,753.97,1,5,1
C11991,40,Month-to-month,Bank transfer,96.76,3493.85,1,3,0
C11992,49,Month-to-month,Electronic check,69.89,3239.16,1,7,0
C11993,46,Month-to-month,Bank transfer,92.51,4137.61,1,1,0
C11994,22,Two year,Electronic check,55.57,1117.9,1,5,0
C11995,43,Month-to-month,Bank transfer,19.72,863.63,0,7,0
C11996,70,Month-to-month,Mailed check,24.14,1526.96,0,3,0
C11997,1,Month-to-month,Credit card,27.8,26.73,0,3,0
C11998,55,Two year,Credit card,65.2,3253.46,1,7,0
C11999,9,Month-to-month,Credit card,109.11,1040.49,0,2,0
